"maintenance_id","event","total_cost","service","labor_hours"
"MAINT00000885","Brake",3044.24,"Emergency Brake",4.1
"MAINT00000886","Engine",2019.04,"Emergency Engine",1.2
"MAINT00000887","Engine",2895.00,"Routine Engine",5.0
"MAINT00000888","Tire",3380.12,"Scheduled Tire",1.3
"MAINT00000889","Brake",2723.14,"Scheduled Brake",7.5
"MAINT00000890","Inspection",160.62,"Emergency Inspection",0.5
"MAINT00000891","Tire",880.90,"Scheduled Tire",7.1
"MAINT00000892","Preventive",2826.62,"Routine Preventive",3.3
"MAINT00000893","Preventive",1821.32,"Scheduled Preventive",4.8
"MAINT00000894","Transmission",2320.58,"Emergency Transmission",6.5
"MAINT00000895","Tire",4175.24,"Scheduled Tire",7.3
"MAINT00000896","Preventive",1963.94,"Routine Preventive",6.4
"MAINT00000897","Brake",1820.46,"Scheduled Brake",2.0
"MAINT00000898","Engine",3467.60,"Scheduled Engine",5.5
"MAINT00000899","Transmission",2570.93,"Scheduled Transmission",2.6
"MAINT00000900","Repair",1463.28,"Routine Repair",2.4
"MAINT00000901","Inspection",454.90,"Emergency Inspection",4.2
"MAINT00000902","Transmission",1161.60,"Emergency Transmission",3.1
"MAINT00000903","Engine",2580.36,"Routine Engine",4.8
"MAINT00000904","Preventive",1676.16,"Scheduled Preventive",2.9
"MAINT00000905","Repair",1528.71,"Emergency Repair",4.5
"MAINT00000906","Repair",2316.93,"Routine Repair",7.5
"MAINT00000907","Engine",1622.70,"Routine Engine",0.8
"MAINT00000908","Brake",3055.30,"Emergency Brake",7.8
"MAINT00000909","Repair",2678.01,"Routine Repair",0.8
"MAINT00000910","Tire",1533.63,"Routine Tire",1.6
"MAINT00000911","Repair",2211.18,"Emergency Repair",6.3
"MAINT00000912","Transmission",2046.43,"Routine Transmission",7.8
"MAINT00000913","Transmission",3213.84,"Scheduled Transmission",5.5
"MAINT00000914","Repair",2197.06,"Scheduled Repair",0.7
"MAINT00000915","Inspection",347.78,"Routine Inspection",2.9
"MAINT00000916","Repair",2983.31,"Routine Repair",3.7
"MAINT00000917","Brake",2321.09,"Emergency Brake",1.6
"MAINT00000918","Preventive",2170.70,"Emergency Preventive",5.0
"MAINT00000919","Tire",1336.79,"Scheduled Tire",5.1
"MAINT00000920","Engine",2993.98,"Emergency Engine",8.0
"MAINT00000921","Repair",1650.30,"Routine Repair",0.9
"MAINT00000922","Tire",3803.41,"Scheduled Tire",4.2
"MAINT00000923","Engine",1001.31,"Routine Engine",3.0
"MAINT00000924","Repair",1696.50,"Routine Repair",2.5
"MAINT00000925","Repair",2972.97,"Emergency Repair",2.1
"MAINT00000926","Preventive",2419.11,"Emergency Preventive",4.9
"MAINT00000927","Inspection",372.81,"Routine Inspection",2.3
"MAINT00000928","Repair",1953.64,"Emergency Repair",4.4
"MAINT00000929","Inspection",278.94,"Emergency Inspection",1.9
"MAINT00000930","Brake",3960.40,"Emergency Brake",4.1
"MAINT00000931","Transmission",782.93,"Emergency Transmission",1.9
"MAINT00000932","Engine",3104.40,"Scheduled Engine",7.3
"MAINT00000933","Brake",2681.66,"Emergency Brake",3.8
"MAINT00000934","Brake",1829.01,"Emergency Brake",6.2
"MAINT00000935","Transmission",3785.65,"Scheduled Transmission",6.0
"MAINT00000936","Inspection",450.39,"Scheduled Inspection",3.6
"MAINT00000937","Transmission",1733.77,"Emergency Transmission",5.5
"MAINT00000938","Tire",1972.92,"Routine Tire",3.4
"MAINT00000939","Repair",2698.75,"Emergency Repair",6.8
"MAINT00000940","Inspection",801.10,"Emergency Inspection",7.2
"MAINT00000941","Brake",798.42,"Routine Brake",4.2
"MAINT00000942","Brake",885.32,"Scheduled Brake",2.7
"MAINT00000943","Brake",1258.75,"Emergency Brake",2.5
"MAINT00000944","Inspection",404.09,"Emergency Inspection",3.1
"MAINT00000945","Tire",2783.74,"Routine Tire",5.4
"MAINT00000946","Brake",3177.21,"Scheduled Brake",2.7
"MAINT00000947","Brake",3119.08,"Routine Brake",7.6
"MAINT00000948","Inspection",218.97,"Scheduled Inspection",1.1
"MAINT00000949","Engine",2913.72,"Scheduled Engine",6.0
"MAINT00000950","Engine",3491.98,"Emergency Engine",7.0
"MAINT00000951","Repair",1213.72,"Routine Repair",4.1
"MAINT00000952","Inspection",461.24,"Emergency Inspection",3.5
"MAINT00000953","Preventive",3444.82,"Emergency Preventive",5.7
"MAINT00000954","Repair",2976.52,"Scheduled Repair",1.3
"MAINT00000955","Preventive",3488.61,"Scheduled Preventive",4.6
"MAINT00000956","Inspection",840.51,"Routine Inspection",7.8
"MAINT00000957","Engine",3951.87,"Scheduled Engine",7.0
"MAINT00000958","Brake",1776.29,"Routine Brake",4.1
"MAINT00000959","Repair",611.76,"Scheduled Repair",4.1
"MAINT00000960","Inspection",473.67,"Scheduled Inspection",3.4
"MAINT00000961","Transmission",2551.86,"Emergency Transmission",6.6
"MAINT00000962","Repair",2283.52,"Routine Repair",2.5
"MAINT00000963","Inspection",422.31,"Emergency Inspection",2.9
"MAINT00000964","Repair",1898.04,"Scheduled Repair",5.0
"MAINT00000965","Inspection",741.06,"Emergency Inspection",5.7
"MAINT00000966","Brake",4284.14,"Scheduled Brake",6.5
"MAINT00000967","Inspection",970.67,"Routine Inspection",7.7
"MAINT00000968","Brake",2625.34,"Routine Brake",0.9
"MAINT00000969","Preventive",3013.44,"Emergency Preventive",5.9
"MAINT00000970","Brake",2436.68,"Routine Brake",1.2
"MAINT00000971","Engine",3338.89,"Scheduled Engine",3.8
"MAINT00000972","Inspection",492.08,"Emergency Inspection",3.2
"MAINT00000973","Tire",1141.90,"Routine Tire",3.3
"MAINT00000974","Brake",2895.24,"Emergency Brake",4.6
"MAINT00000975","Repair",2536.40,"Scheduled Repair",6.7
"MAINT00000976","Engine",1065.16,"Routine Engine",8.0
"MAINT00000977","Brake",2191.75,"Routine Brake",1.4
"MAINT00000978","Inspection",113.67,"Scheduled Inspection",1.1
"MAINT00000979","Repair",3141.75,"Routine Repair",3.6
"MAINT00000980","Inspection",383.01,"Scheduled Inspection",2.5
"MAINT00000981","Inspection",979.14,"Scheduled Inspection",7.6
"MAINT00000982","Brake",987.89,"Scheduled Brake",6.8
"MAINT00000983","Engine",2029.61,"Routine Engine",3.2
"MAINT00000984","Engine",885.90,"Routine Engine",5.8
"MAINT00000985","Transmission",3060.39,"Emergency Transmission",4.2
"MAINT00000986","Transmission",1343.05,"Emergency Transmission",2.0
"MAINT00000987","Transmission",1066.78,"Emergency Transmission",2.2
"MAINT00000988","Brake",1495.81,"Emergency Brake",0.5
"MAINT00000989","Brake",215.12,"Emergency Brake",0.7
"MAINT00000990","Preventive",3477.33,"Routine Preventive",6.0
"MAINT00000991","Brake",1856.59,"Emergency Brake",6.4
"MAINT00000992","Repair",3925.22,"Emergency Repair",4.5
"MAINT00000993","Inspection",515.14,"Scheduled Inspection",4.6
"MAINT00000994","Preventive",2855.47,"Routine Preventive",3.0
"MAINT00000995","Inspection",211.22,"Emergency Inspection",0.9
"MAINT00000996","Transmission",2466.52,"Emergency Transmission",2.7
"MAINT00000997","Preventive",1491.67,"Routine Preventive",0.7
"MAINT00000998","Brake",1417.02,"Scheduled Brake",0.7
"MAINT00000999","Inspection",292.69,"Routine Inspection",2.8
"MAINT00001000","Tire",3988.57,"Scheduled Tire",4.3
"MAINT00001001","Tire",4147.52,"Emergency Tire",5.4
"MAINT00001002","Engine",1586.15,"Scheduled Engine",6.0
"MAINT00001003","Tire",1211.58,"Emergency Tire",7.2
"MAINT00001004","Engine",1205.57,"Routine Engine",5.4
"MAINT00001005","Preventive",1939.71,"Scheduled Preventive",4.7
"MAINT00001006","Tire",2337.40,"Routine Tire",1.6
"MAINT00001007","Inspection",478.77,"Scheduled Inspection",3.5
"MAINT00001008","Transmission",2712.13,"Emergency Transmission",3.8
"MAINT00001009","Tire",3716.37,"Scheduled Tire",6.0
"MAINT00001010","Tire",2021.39,"Emergency Tire",4.5
"MAINT00001011","Transmission",901.18,"Emergency Transmission",3.9
"MAINT00001012","Preventive",457.33,"Emergency Preventive",2.6
"MAINT00001013","Tire",960.71,"Scheduled Tire",0.9
"MAINT00001014","Tire",1205.33,"Scheduled Tire",6.2
"MAINT00001015","Preventive",1196.33,"Routine Preventive",3.1
"MAINT00001016","Preventive",3875.38,"Emergency Preventive",5.0
"MAINT00001017","Repair",3916.02,"Scheduled Repair",6.4
"MAINT00001018","Transmission",2807.73,"Routine Transmission",2.6
"MAINT00001019","Brake",3960.33,"Emergency Brake",4.5
"MAINT00001020","Tire",2911.01,"Scheduled Tire",5.7
"MAINT00001021","Brake",2689.62,"Scheduled Brake",1.2
"MAINT00001022","Inspection",270.79,"Scheduled Inspection",1.3
"MAINT00001023","Inspection",200.70,"Routine Inspection",0.5
"MAINT00001024","Transmission",2513.17,"Scheduled Transmission",1.1
"MAINT00001025","Tire",1043.86,"Scheduled Tire",6.9
"MAINT00001026","Repair",2753.43,"Routine Repair",5.3
"MAINT00001027","Repair",3026.38,"Routine Repair",7.0
"MAINT00001028","Transmission",3061.06,"Emergency Transmission",7.9
"MAINT00001029","Preventive",660.96,"Scheduled Preventive",5.5
"MAINT00001030","Repair",553.30,"Scheduled Repair",4.3
"MAINT00001031","Repair",1435.44,"Emergency Repair",0.9
"MAINT00001032","Inspection",522.10,"Scheduled Inspection",3.6
"MAINT00001033","Brake",919.11,"Routine Brake",1.9
"MAINT00001034","Brake",709.71,"Emergency Brake",1.8
"MAINT00001035","Transmission",1485.04,"Routine Transmission",0.5
"MAINT00001036","Engine",1172.33,"Scheduled Engine",7.0
"MAINT00001037","Inspection",267.50,"Scheduled Inspection",2.2
"MAINT00001038","Preventive",3694.01,"Routine Preventive",7.2
"MAINT00001039","Tire",1433.13,"Routine Tire",5.2
"MAINT00001040","Transmission",3645.73,"Emergency Transmission",6.4
"MAINT00001041","Tire",1909.68,"Scheduled Tire",1.0
"MAINT00001042","Tire",2036.16,"Routine Tire",3.7
"MAINT00001043","Engine",3891.41,"Scheduled Engine",7.5
"MAINT00001044","Repair",420.38,"Scheduled Repair",0.6
"MAINT00001045","Preventive",3711.66,"Routine Preventive",4.6
"MAINT00001046","Preventive",1019.20,"Scheduled Preventive",1.3
"MAINT00001047","Preventive",651.09,"Emergency Preventive",3.9
"MAINT00001048","Preventive",3116.03,"Emergency Preventive",6.5
"MAINT00001165","Repair",428.91,"Scheduled Repair",2.3
"MAINT00001049","Preventive",2255.38,"Routine Preventive",4.6
"MAINT00001050","Engine",3290.93,"Emergency Engine",2.8
"MAINT00001051","Preventive",2518.24,"Scheduled Preventive",1.9
"MAINT00001052","Preventive",3462.40,"Routine Preventive",0.8
"MAINT00001053","Repair",2709.08,"Scheduled Repair",7.7
"MAINT00001054","Repair",3250.74,"Routine Repair",5.5
"MAINT00001055","Inspection",934.22,"Scheduled Inspection",7.9
"MAINT00001056","Transmission",2319.08,"Emergency Transmission",2.8
"MAINT00001057","Brake",3514.67,"Scheduled Brake",2.9
"MAINT00001058","Repair",2525.88,"Emergency Repair",2.4
"MAINT00001059","Engine",737.30,"Scheduled Engine",3.3
"MAINT00001060","Inspection",379.45,"Scheduled Inspection",3.2
"MAINT00001061","Engine",3096.77,"Scheduled Engine",2.3
"MAINT00001062","Transmission",1993.16,"Routine Transmission",7.6
"MAINT00001063","Repair",3018.57,"Scheduled Repair",7.2
"MAINT00001064","Tire",948.36,"Scheduled Tire",2.1
"MAINT00001065","Brake",828.95,"Routine Brake",4.4
"MAINT00001066","Preventive",1342.64,"Scheduled Preventive",7.3
"MAINT00001067","Brake",2462.55,"Emergency Brake",4.4
"MAINT00001068","Tire",2667.63,"Scheduled Tire",3.2
"MAINT00001069","Preventive",3869.77,"Routine Preventive",5.4
"MAINT00001070","Brake",1160.55,"Routine Brake",6.5
"MAINT00001071","Brake",1447.41,"Routine Brake",2.2
"MAINT00001072","Engine",376.22,"Routine Engine",0.5
"MAINT00001073","Repair",1696.22,"Routine Repair",5.2
"MAINT00001074","Brake",1513.33,"Routine Brake",3.7
"MAINT00001075","Repair",1455.49,"Routine Repair",7.4
"MAINT00001076","Preventive",696.09,"Routine Preventive",5.8
"MAINT00001077","Engine",2183.42,"Routine Engine",1.8
"MAINT00001078","Transmission",3509.74,"Emergency Transmission",2.7
"MAINT00001079","Preventive",1891.84,"Emergency Preventive",4.8
"MAINT00001080","Preventive",3812.92,"Emergency Preventive",6.9
"MAINT00001081","Repair",2373.29,"Scheduled Repair",1.7
"MAINT00001082","Inspection",464.91,"Emergency Inspection",4.0
"MAINT00001083","Engine",923.84,"Scheduled Engine",7.4
"MAINT00001084","Engine",2688.89,"Routine Engine",2.0
"MAINT00001085","Brake",2985.58,"Routine Brake",4.1
"MAINT00001086","Tire",3565.70,"Routine Tire",3.3
"MAINT00001087","Inspection",257.07,"Emergency Inspection",2.1
"MAINT00001088","Inspection",690.86,"Routine Inspection",5.0
"MAINT00001089","Tire",2919.25,"Scheduled Tire",7.8
"MAINT00001090","Brake",2403.87,"Scheduled Brake",5.8
"MAINT00001091","Preventive",2136.18,"Routine Preventive",1.9
"MAINT00001092","Inspection",906.13,"Scheduled Inspection",6.1
"MAINT00001093","Engine",1489.64,"Emergency Engine",8.0
"MAINT00001094","Inspection",122.73,"Routine Inspection",0.6
"MAINT00001095","Tire",1359.00,"Scheduled Tire",1.3
"MAINT00001096","Brake",2527.60,"Scheduled Brake",5.6
"MAINT00001097","Brake",3659.21,"Routine Brake",5.3
"MAINT00001098","Preventive",1861.36,"Scheduled Preventive",6.9
"MAINT00001099","Tire",1333.53,"Routine Tire",2.2
"MAINT00001100","Transmission",1067.13,"Scheduled Transmission",7.4
"MAINT00001101","Transmission",245.01,"Scheduled Transmission",1.2
"MAINT00001102","Brake",1039.31,"Routine Brake",7.8
"MAINT00001103","Preventive",2313.32,"Emergency Preventive",1.9
"MAINT00001104","Repair",1855.50,"Scheduled Repair",1.0
"MAINT00001105","Repair",1116.98,"Emergency Repair",3.5
"MAINT00001106","Brake",2682.88,"Routine Brake",2.0
"MAINT00001224","Brake",3552.68,"Emergency Brake",3.8
"MAINT00001107","Tire",3168.74,"Scheduled Tire",6.5
"MAINT00001108","Transmission",1896.21,"Emergency Transmission",1.9
"MAINT00001109","Repair",136.59,"Emergency Repair",0.7
"MAINT00001110","Repair",1487.46,"Routine Repair",7.4
"MAINT00001111","Repair",1573.64,"Emergency Repair",4.7
"MAINT00001112","Transmission",4235.09,"Scheduled Transmission",7.7
"MAINT00001113","Preventive",1196.55,"Routine Preventive",2.1
"MAINT00001114","Preventive",1329.18,"Emergency Preventive",1.7
"MAINT00001115","Brake",3173.70,"Scheduled Brake",5.7
"MAINT00001116","Inspection",601.55,"Scheduled Inspection",4.0
"MAINT00001117","Inspection",380.77,"Emergency Inspection",3.1
"MAINT00001118","Inspection",788.22,"Scheduled Inspection",6.5
"MAINT00001119","Transmission",4362.88,"Emergency Transmission",7.6
"MAINT00001120","Engine",2300.48,"Routine Engine",6.5
"MAINT00001121","Brake",1008.70,"Routine Brake",5.6
"MAINT00001122","Repair",414.88,"Emergency Repair",3.1
"MAINT00001123","Engine",466.65,"Emergency Engine",1.3
"MAINT00001124","Inspection",170.21,"Emergency Inspection",1.3
"MAINT00001125","Transmission",1097.34,"Routine Transmission",6.1
"MAINT00001126","Preventive",3633.26,"Emergency Preventive",7.6
"MAINT00001127","Inspection",163.04,"Scheduled Inspection",1.1
"MAINT00001128","Preventive",4333.04,"Scheduled Preventive",7.2
"MAINT00001129","Transmission",2047.52,"Routine Transmission",7.2
"MAINT00001130","Repair",3037.10,"Scheduled Repair",4.0
"MAINT00001131","Brake",1739.69,"Routine Brake",1.9
"MAINT00001132","Brake",3152.36,"Scheduled Brake",7.7
"MAINT00001133","Engine",2278.46,"Scheduled Engine",4.6
"MAINT00001134","Inspection",552.28,"Scheduled Inspection",3.7
"MAINT00001135","Preventive",1262.97,"Emergency Preventive",5.8
"MAINT00001136","Tire",4042.08,"Scheduled Tire",5.2
"MAINT00001137","Repair",1876.55,"Routine Repair",3.6
"MAINT00001138","Repair",2259.32,"Emergency Repair",1.0
"MAINT00001139","Brake",1570.96,"Emergency Brake",3.3
"MAINT00001140","Repair",1937.25,"Scheduled Repair",6.9
"MAINT00001141","Brake",2113.12,"Scheduled Brake",4.6
"MAINT00001142","Inspection",225.74,"Routine Inspection",1.1
"MAINT00001143","Tire",952.59,"Emergency Tire",1.1
"MAINT00001144","Preventive",3299.96,"Emergency Preventive",5.6
"MAINT00001145","Brake",3064.35,"Emergency Brake",6.2
"MAINT00001146","Preventive",1791.77,"Emergency Preventive",4.6
"MAINT00001147","Transmission",964.36,"Routine Transmission",7.6
"MAINT00001148","Transmission",2293.46,"Scheduled Transmission",1.7
"MAINT00001149","Tire",2214.86,"Routine Tire",2.4
"MAINT00001150","Tire",3466.07,"Emergency Tire",2.4
"MAINT00001151","Engine",2154.86,"Scheduled Engine",1.0
"MAINT00001152","Engine",2879.56,"Scheduled Engine",5.9
"MAINT00001153","Preventive",2438.77,"Routine Preventive",6.8
"MAINT00001154","Preventive",3717.32,"Routine Preventive",4.4
"MAINT00001155","Preventive",2431.72,"Scheduled Preventive",3.0
"MAINT00001156","Transmission",1659.90,"Scheduled Transmission",5.1
"MAINT00001157","Brake",1854.56,"Scheduled Brake",6.2
"MAINT00001158","Inspection",211.79,"Routine Inspection",2.2
"MAINT00001159","Preventive",3266.68,"Scheduled Preventive",0.7
"MAINT00001160","Brake",2116.41,"Emergency Brake",3.6
"MAINT00001161","Engine",3345.34,"Scheduled Engine",3.0
"MAINT00001162","Transmission",3452.35,"Emergency Transmission",3.8
"MAINT00001163","Preventive",2723.83,"Emergency Preventive",0.5
"MAINT00001164","Engine",638.49,"Routine Engine",1.3
"MAINT00001166","Inspection",612.97,"Scheduled Inspection",4.3
"MAINT00001167","Inspection",195.37,"Routine Inspection",0.8
"MAINT00001168","Tire",1831.53,"Scheduled Tire",5.3
"MAINT00001169","Engine",2851.28,"Emergency Engine",2.5
"MAINT00001170","Repair",442.87,"Routine Repair",2.8
"MAINT00001171","Transmission",2013.63,"Emergency Transmission",1.8
"MAINT00001172","Inspection",651.13,"Routine Inspection",5.4
"MAINT00001173","Repair",2249.20,"Emergency Repair",1.3
"MAINT00001174","Preventive",1707.24,"Scheduled Preventive",3.2
"MAINT00001175","Brake",2738.31,"Scheduled Brake",6.6
"MAINT00001176","Inspection",552.57,"Emergency Inspection",5.2
"MAINT00001177","Preventive",567.70,"Scheduled Preventive",2.4
"MAINT00001178","Inspection",225.31,"Scheduled Inspection",1.2
"MAINT00001179","Preventive",3492.92,"Routine Preventive",7.5
"MAINT00001180","Engine",2107.67,"Scheduled Engine",3.9
"MAINT00001181","Transmission",1666.14,"Scheduled Transmission",4.8
"MAINT00001182","Preventive",588.70,"Emergency Preventive",3.3
"MAINT00001183","Transmission",1324.31,"Routine Transmission",7.4
"MAINT00001184","Brake",3632.47,"Emergency Brake",5.6
"MAINT00001185","Engine",2227.15,"Routine Engine",5.9
"MAINT00001186","Transmission",1675.94,"Emergency Transmission",3.7
"MAINT00001187","Brake",1130.76,"Routine Brake",1.8
"MAINT00001188","Engine",1295.56,"Scheduled Engine",6.0
"MAINT00001189","Repair",2824.99,"Emergency Repair",2.7
"MAINT00001190","Preventive",3229.76,"Scheduled Preventive",2.0
"MAINT00001191","Brake",1950.22,"Routine Brake",1.0
"MAINT00001192","Transmission",3260.96,"Routine Transmission",5.2
"MAINT00001193","Preventive",1358.81,"Routine Preventive",5.6
"MAINT00001194","Repair",3446.24,"Scheduled Repair",6.3
"MAINT00001195","Engine",2376.53,"Routine Engine",2.7
"MAINT00001196","Transmission",2499.19,"Routine Transmission",4.4
"MAINT00001197","Engine",2168.18,"Routine Engine",7.8
"MAINT00001198","Engine",3176.22,"Emergency Engine",1.9
"MAINT00001199","Engine",3193.29,"Emergency Engine",0.8
"MAINT00001200","Inspection",854.84,"Scheduled Inspection",7.3
"MAINT00001201","Inspection",481.44,"Routine Inspection",3.9
"MAINT00001202","Tire",2904.13,"Routine Tire",1.8
"MAINT00001203","Repair",2133.36,"Emergency Repair",4.8
"MAINT00001204","Tire",2799.84,"Scheduled Tire",2.9
"MAINT00001205","Transmission",1558.10,"Scheduled Transmission",7.6
"MAINT00001206","Tire",844.65,"Emergency Tire",3.3
"MAINT00001207","Repair",2066.79,"Scheduled Repair",1.4
"MAINT00001208","Brake",1299.72,"Scheduled Brake",1.8
"MAINT00001209","Inspection",536.60,"Emergency Inspection",5.4
"MAINT00001210","Engine",1236.98,"Routine Engine",1.8
"MAINT00001211","Tire",1274.77,"Scheduled Tire",4.2
"MAINT00001212","Repair",883.06,"Routine Repair",5.4
"MAINT00001213","Repair",2582.26,"Scheduled Repair",7.1
"MAINT00001214","Repair",452.98,"Emergency Repair",3.8
"MAINT00001215","Transmission",728.48,"Routine Transmission",5.4
"MAINT00001216","Transmission",1373.76,"Routine Transmission",2.9
"MAINT00001217","Inspection",243.16,"Emergency Inspection",1.9
"MAINT00001218","Inspection",799.72,"Emergency Inspection",7.1
"MAINT00001219","Brake",2690.33,"Scheduled Brake",4.8
"MAINT00001220","Preventive",2698.28,"Emergency Preventive",5.2
"MAINT00001221","Brake",1023.48,"Scheduled Brake",4.5
"MAINT00001222","Tire",1547.67,"Routine Tire",1.1
"MAINT00001223","Transmission",479.39,"Routine Transmission",1.0
"MAINT00001225","Brake",4110.34,"Routine Brake",6.9
"MAINT00001226","Repair",3541.63,"Routine Repair",5.5
"MAINT00001227","Inspection",520.98,"Scheduled Inspection",4.8
"MAINT00001228","Transmission",858.32,"Scheduled Transmission",1.1
"MAINT00001229","Preventive",3324.71,"Scheduled Preventive",5.4
"MAINT00001230","Preventive",3243.04,"Routine Preventive",7.0
"MAINT00001231","Engine",1876.00,"Routine Engine",2.2
"MAINT00001232","Engine",1518.65,"Emergency Engine",3.3
"MAINT00001233","Transmission",2557.70,"Routine Transmission",3.0
"MAINT00001234","Tire",883.94,"Routine Tire",2.2
"MAINT00001235","Engine",2689.73,"Scheduled Engine",5.2
"MAINT00001236","Preventive",250.82,"Routine Preventive",1.9
"MAINT00001237","Preventive",2941.36,"Scheduled Preventive",5.3
"MAINT00001238","Engine",2060.80,"Emergency Engine",0.8
"MAINT00001239","Brake",2007.07,"Emergency Brake",7.5
"MAINT00001240","Engine",2453.61,"Routine Engine",7.8
"MAINT00001241","Brake",1238.84,"Emergency Brake",1.3
"MAINT00001242","Tire",1770.53,"Routine Tire",4.5
"MAINT00001243","Tire",3088.12,"Scheduled Tire",7.5
"MAINT00001244","Repair",3494.68,"Routine Repair",1.5
"MAINT00001245","Repair",980.82,"Scheduled Repair",0.9
"MAINT00001246","Transmission",3409.52,"Routine Transmission",5.9
"MAINT00001247","Transmission",3820.03,"Routine Transmission",3.7
"MAINT00001248","Tire",1186.80,"Emergency Tire",5.0
"MAINT00001249","Brake",3639.95,"Scheduled Brake",7.3
"MAINT00001250","Preventive",2632.31,"Scheduled Preventive",7.0
"MAINT00001251","Engine",2865.05,"Emergency Engine",6.2
"MAINT00001252","Brake",3781.18,"Emergency Brake",7.8
"MAINT00001253","Brake",3508.87,"Routine Brake",2.9
"MAINT00001254","Preventive",787.16,"Scheduled Preventive",2.3
"MAINT00001255","Repair",3980.70,"Scheduled Repair",5.8
"MAINT00001256","Transmission",2769.21,"Routine Transmission",6.3
"MAINT00001257","Brake",3272.95,"Routine Brake",3.7
"MAINT00001258","Brake",3936.45,"Routine Brake",6.3
"MAINT00001259","Preventive",1433.93,"Routine Preventive",2.6
"MAINT00001260","Brake",458.49,"Routine Brake",2.8
"MAINT00001261","Engine",2840.46,"Routine Engine",1.4
"MAINT00001262","Inspection",822.55,"Emergency Inspection",6.9
"MAINT00001263","Repair",3538.20,"Scheduled Repair",7.8
"MAINT00001264","Tire",1316.91,"Routine Tire",2.0
"MAINT00001265","Preventive",3290.84,"Routine Preventive",6.8
"MAINT00001266","Engine",2199.52,"Routine Engine",4.2
"MAINT00001267","Brake",1059.25,"Routine Brake",4.3
"MAINT00001268","Transmission",2456.24,"Routine Transmission",1.0
"MAINT00001269","Engine",3207.70,"Emergency Engine",2.7
"MAINT00001270","Inspection",845.12,"Emergency Inspection",7.4
"MAINT00001271","Inspection",667.57,"Scheduled Inspection",5.8
"MAINT00001272","Tire",2959.89,"Routine Tire",7.3
"MAINT00001273","Inspection",410.49,"Emergency Inspection",3.6
"MAINT00001274","Preventive",3559.20,"Scheduled Preventive",6.5
"MAINT00001275","Preventive",220.03,"Scheduled Preventive",1.4
"MAINT00001276","Inspection",473.43,"Emergency Inspection",3.7
"MAINT00001277","Brake",855.71,"Routine Brake",4.2
"MAINT00001278","Engine",782.24,"Scheduled Engine",6.6
"MAINT00001279","Transmission",1981.12,"Emergency Transmission",7.9
"MAINT00001280","Brake",3412.71,"Emergency Brake",4.6
"MAINT00001281","Preventive",2667.48,"Scheduled Preventive",7.4
"MAINT00001282","Brake",1694.38,"Routine Brake",4.5
"MAINT00001283","Transmission",2511.67,"Emergency Transmission",2.7
"MAINT00001284","Inspection",715.14,"Emergency Inspection",5.4
"MAINT00001285","Repair",2019.19,"Emergency Repair",4.0
"MAINT00001286","Repair",1191.50,"Routine Repair",1.9
"MAINT00001287","Engine",3283.97,"Emergency Engine",1.4
"MAINT00001288","Engine",312.92,"Routine Engine",2.0
"MAINT00001289","Inspection",818.96,"Emergency Inspection",7.4
"MAINT00001290","Inspection",245.06,"Scheduled Inspection",1.4
"MAINT00001291","Transmission",1364.41,"Scheduled Transmission",4.7
"MAINT00001292","Repair",1260.15,"Scheduled Repair",4.6
"MAINT00001293","Brake",2509.99,"Emergency Brake",4.9
"MAINT00001294","Tire",2818.48,"Scheduled Tire",1.6
"MAINT00001295","Transmission",1997.29,"Scheduled Transmission",3.1
"MAINT00001296","Preventive",2501.69,"Routine Preventive",4.9
"MAINT00001297","Repair",1872.47,"Scheduled Repair",8.0
"MAINT00001298","Preventive",1958.36,"Scheduled Preventive",3.9
"MAINT00001299","Preventive",2787.34,"Emergency Preventive",1.1
"MAINT00001300","Transmission",1844.94,"Routine Transmission",5.6
"MAINT00001301","Preventive",1337.90,"Routine Preventive",1.5
"MAINT00001302","Tire",3404.61,"Routine Tire",6.0
"MAINT00001303","Tire",2045.58,"Scheduled Tire",7.9
"MAINT00001304","Transmission",1251.21,"Scheduled Transmission",4.4
"MAINT00001305","Repair",712.44,"Scheduled Repair",6.0
"MAINT00001306","Brake",2433.35,"Scheduled Brake",1.5
"MAINT00001307","Transmission",1263.12,"Scheduled Transmission",3.7
"MAINT00001308","Engine",3518.36,"Routine Engine",7.7
"MAINT00001309","Brake",1793.42,"Emergency Brake",5.7
"MAINT00001310","Inspection",623.70,"Scheduled Inspection",6.6
"MAINT00001311","Brake",4154.80,"Emergency Brake",5.6
"MAINT00001312","Transmission",962.65,"Emergency Transmission",4.1
"MAINT00001313","Repair",595.15,"Emergency Repair",2.0
"MAINT00001314","Brake",3973.56,"Emergency Brake",7.6
"MAINT00001315","Inspection",735.23,"Scheduled Inspection",6.2
"MAINT00001316","Transmission",2377.12,"Routine Transmission",2.8
"MAINT00001317","Tire",1450.95,"Routine Tire",3.0
"MAINT00001318","Tire",3679.22,"Emergency Tire",2.4
"MAINT00001319","Transmission",1388.83,"Scheduled Transmission",7.4
"MAINT00001320","Inspection",997.17,"Routine Inspection",8.0
"MAINT00001321","Transmission",1745.33,"Routine Transmission",6.8
"MAINT00001322","Inspection",311.44,"Scheduled Inspection",2.6
"MAINT00001323","Transmission",3043.69,"Emergency Transmission",6.6
"MAINT00001324","Inspection",746.65,"Emergency Inspection",7.2
"MAINT00001325","Preventive",2722.19,"Scheduled Preventive",3.7
